orderid,cancelled buy,exec sell,cancelled sell,date,exec buy,,microsecond,price,side,time,inventory,time diff,ewav_for canc buy,ewav_for canc sell,ewav_for exec buy,ewav_for exec sell,ewav_for buy/sell,ewav_for sell/buy,ewav_for buy exec/total,ewav_for buy exec+canc,ewav_for sell exec/total,ewav_for sell exec+canc,ewav_back canc buy,ewav_back canc sell,ewav_back exec buy,ewav_back exec sell,ewav_back buy/sell,ewav_back sell/buy,ewav_back buy exec/total,ewav_back buy exec+canc,ewav_back sell exec/total,ewav_back sell exec+canc,sev buy,sev sell,sev net buy,sev sell/buy,sev buy/sell,IsSpoof
49769493,0,0,0,2011-06-16 00:00:00,100,,34990593000,89.1400000001,B,2011-06-16 09:43:10.593000,5301,23000,565.5409715995,2269.1894824709,396.0726592457,26.985958203,0.2492259796,4.0124227888,0.4118833662,961.6136308452,0.0117525681,2296.1754406739,2.8677540819368243e-13,310.3278142887,308.196732113,19.501651456,9.241047530688789e-16,1082128402304050,1,308.196732113,0.0591264683,329.8294657447,400,0,400,0,inf,TRUE
49769513,0,0,0,2011-06-16 00:00:00,100,,34990610000,89.1500000001,B,2011-06-16 09:43:10.610000,5401,17000,569.3090143466,2284.3084630586,298.0453093141,27.1657581631,0.2492259796,4.0124227888,0.3436257838,867.3543236606,0.0117525681,2311.4742212216,2.8487734937210623e-13,308.2738709286,406.1568935862,19.3725773425,9.241047530688789e-16,1082128402304050,1,406.1568935862,0.0591264683,327.6464482712,300,0,300,0,inf,TRUE
49769489,0,0,0,2011-06-16 00:00:00,100,,34990630000,89.1200000001,B,2011-06-16 09:43:10.630000,5501,20000,573.7741602866,2302.2245163839,199.5985979263,27.378821845,0.2492259796,4.0124227888,0.2580884778,773.3727582129,0.0117525681,2329.6033382289,2.8266041625103433e-13,305.8748646323,502.9961555643,19.2218187496,9.241047530688789e-16,1082128402304050,1,502.9961555643,0.0591264683,325.0966833819,200,0,200,0,inf,TRUE
49769465,0,0,0,2011-06-16 00:00:00,100,,34990647000,89.0400000001,B,2011-06-16 09:43:10.647000,5601,17000,577.597058488,2317.5636002465,100.2621957793,27.5612393466,0.2492259796,4.0124227888,0.1479100494,677.8592542673,0.0117525681,2345.124839593,2.807895930170793e-13,303.8503936752,599.6670127473,19.0945967438,9.241047530688787e-16,1082128402304050,1,599.6670127473,0.0591264683,322.9449904189,100,0,100,0,inf,TRUE
49769532,0,0,750,2011-06-16 00:00:00,0,,34991000000,89.1900000001,S,2011-06-16 09:43:11,5601,353000,662.9947820344,2660.2153723195,0.3009614246,31.63616851,0.2492259796,4.0124227888,0.0004537364,663.2957434589,0.0117525681,2691.8515408294,2.446222012231307e-13,1014.7126317777,522.4262875377,16.6350976072,2.410753483915684e-16,4148080700378140,1,522.4262875377,0.0161294752,1031.3477293849,0,0,0,inf,inf,False
49769533,0,0,1900,2011-06-16 00:00:00,0,,34992000000,89.1900000001,S,2011-06-16 09:43:12,5601,1000000,979.8427699047,2823.1153128909,0.444792152,46.7552261676,0.3470785502,2.8811921663,0.0004537364,980.2875620567,0.0162917545,2869.8705390586,1.6551966087015533e-13,2586.5889107886,353.4913082726,11.2558700752,6.399148321551029e-17,1.562707956982656e+16,1,353.4913082726,0.0043327724,2597.8447808639,0,0,0,inf,inf,False
49769535,0,0,1601,2011-06-16 00:00:00,0,,34994000000,89.1900000001,S,2011-06-16 09:43:14,5601,2000000,2140.1733724977,2016.2692148927,0.9715153791,102.1228029052,1.0614521894,0.9421055513,0.0004537364,2141.1448878767,0.0482076981,2118.3920177979,7.578042277548073e-14,2785.2266965475,161.8401140235,5.1533128362,2.7207990957940835e-17,3.675390812742619e+16,1,161.8401140235,0.001846814,2790.3800093838,0,100,-100,inf,0,False
49769536,0,0,399,2011-06-16 00:00:00,0,,34994000000,89.1900000001,S,2011-06-16 09:43:14,5601,0,2140.1733724977,415.2692148927,0.9715153791,102.1228029052,5.1537010107,0.1940353152,0.0004537364,2141.1448878767,0.1973799351,517.3920177979,7.578042277548073e-14,3184.2266965475,161.8401140235,5.1533128362,2.3798689602610547e-17,4.201912024140636e+16,1,161.8401140235,0.0016157726,3189.3800093838,0,100,-100,inf,0,False
49769537,1998,0,0,2011-06-16 00:00:00,0,,34994000000,89.0600000001,B,2011-06-16 09:43:14,5601,0,2140.1733724977,16.2692148927,0.9715153791,102.1228029052,131.5474278638,0.007601821,0.0004537364,2141.1448878767,0.8625818261,118.3920177979,1998,3184.2266965475,161.8401140235,5.1533128362,0.6274678879,1.5937070553,0.0749315252,2159.8401140235,0.0016157726,3189.3800093838,0,100,-100,inf,0,False
49769533,0,100,0,2011-06-16 00:00:00,0,,34997400000,89.1900000001,S,2011-06-16 09:43:17.400000,5501,3400000,536.5567023978,61.3993755657,3.666460737,385.4074318125,8.7387973812,0.1144322218,0.0067869373,540.2231631348,0.8625818261,446.8068073782,529.4172954711,843.7360790055,42.8833610936,101.3654919642,0.6274678879,1.5937070553,0.0749315252,572.3006565647,0.107253543,945.1015709697,2,1350,-1348,675,0.0014814815,False
49769537,0,0,0,2011-06-16 00:00:00,2,,35000577000,89.0600000001,B,2011-06-16 09:43:20.577000,5503,3177000,1856.0166253885,212.3881061016,12.6827454654,987.2599411884,8.7387973812,0.1144322218,0.0067869373,1868.6993708539,0.8229579862,1199.64804729,153.0494901633,243.9160522878,14.3971706403,29.3037968309,0.6274678879,1.5937070553,0.0859806375,167.4466608036,0.107253543,273.2198491187,2,1250,-1248,625,0.0016,False
49769532,0,1250,0,2011-06-16 00:00:00,0,,35001200000,89.1900000001,S,2011-06-16 09:43:21.200000,4253,623000,2367.3991961042,270.9067498476,13.6261295729,1259.2766460947,8.7387973812,0.1144322218,0.0057227991,2381.0253256771,0.8229579862,1530.1833959423,119.9892264548,191.2276767645,11.2872337335,1272.9738753797,0.6274678879,1.5937070553,0.0859806375,131.2764601883,0.8693979825,1464.2015521442,0,1250,-1250,inf,0,False
49769552,7000,0,0,2011-06-16 00:00:00,0,,35004000000,89.0700000001,B,2011-06-16 09:43:24,4253,2800000,7067.748472104,808.7781606368,40.6801086307,27.6949495337,8.7387973812,0.1144322218,0.0057227991,7108.4285807347,0.0331091929,836.4731101705,7040.1913564654,64.0532483622,3.7807497214,426.3928379922,109.911542919,0.0090982255,0.0005367355,7043.9721061868,0.8693979825,490.4460863544,200,0,200,0,inf,False
49769561,100,0,0,2011-06-16 00:00:00,0,,35007000000,89.0700000001,B,2011-06-16 09:43:27,4253,3000000,218.6947468569,2610.7678831818,131.3169992298,89.4003922063,0.083766446,11.9379542522,0.3751788353,350.0117460866,0.0331091929,2700.1682753882,2280.9495407434,19.8427706756,1.1712216261,132.0903391839,114.9511617119,0.0086993466,0.0005132163,2282.1207623695,0.8693979825,151.9331098595,200,510,-310,2.55,0.3921568627,False
49769559,100,0,0,2011-06-16 00:00:00,0,,35007000000,89.0700000001,B,2011-06-16 09:43:27,4253,0,118.6947468569,2610.7678831818,131.3169992298,89.4003922063,0.0454635388,21.9956481,0.5252433187,250.0117460866,0.0331091929,2700.1682753882,2380.9495407434,19.8427706756,1.1712216261,132.0903391839,119.9907805048,0.0083339736,0.0004916718,2382.1207623695,0.8693979825,151.9331098595,200,510,-310,2.55,0.3921568627,False
49769558,0,0,0,2011-06-16 00:00:00,100,,35008077000,89.1300000001,B,2011-06-16 09:43:28.077000,4353,1077000,28.4726988379,3976.2831902881,200,136.159663609,0.0071606315,139.6524865072,0.8753781131,228.4726988379,0.0331091929,4112.4428538972,1563.2957450395,13.0284655076,100.7690065469,86.7285348444,119.9907805048,0.0083339736,0.0605559408,1664.0647515863,0.8693979825,99.757000352,200,510,-310,2.55,0.3921568627,False
49769555,0,0,0,2011-06-16 00:00:00,100,,35008077000,89.1200000001,B,2011-06-16 09:43:28.077000,4453,0,28.4726988379,3976.2831902881,100,136.159663609,0.0071606315,139.6524865072,0.7783754907,128.4726988379,0.0331091929,4112.4428538972,1563.2957450395,13.0284655076,200.7690065469,86.7285348444,119.9907805048,0.0083339736,0.1138104519,1764.0647515863,0.8693979825,99.757000352,100,510,-410,5.1,0.1960784314,False
49769563,0,0,1890,2011-06-16 00:00:00,0,,35009000000,89.0200000001,S,2011-06-16 09:43:29,4453,923000,40.8330812427,5702.4413272971,4.2178549408646936e-278,195.2684091443,0.0071606315,139.6524865072,1.0329504442223283e-279,40.8330812427,0.0331091929,5897.7097364414,1090.0781324472,1899.0846824053,139.9952020623,60.4753640461,0.574001856,1.7421546455,0.1138104519,1230.0733345094,0.030861705,1959.5600464514,0,510,-510,inf,0,False
49769566,0,0,2000,2011-06-16 00:00:00,0,,35010000000,89.0000000001,S,2011-06-16 09:43:30,4453,1000000,60.3473820802,5634.4230323734,6.233585512742061e-278,288.5880011058,0.0107104812,93.366486468,1.0329504442223283e-279,60.3473820802,0.0487231915,5923.0110334792,737.5837593745,3284.9849728427,94.7254920156,40.9196781726,0.2245318519,4.4537110953,0.1138104519,832.3092513901,0.0123033227,3325.9046510153,0,510,-510,inf,0,False
49769565,0,0,1600,2011-06-16 00:00:00,0,,35010000000,89.0000000001,S,2011-06-16 09:43:30,4453,0,60.3473820802,3634.4230323734,6.233585512742061e-278,288.5880011058,0.0166043913,60.2250322564,1.0329504442223283e-279,60.3473820802,0.0735628829,3923.0110334792,737.5837593745,4884.9849728427,94.7254920156,40.9196781726,0.1509899751,6.6229562551,0.1138104519,832.3092513901,0.0083070382,4925.9046510153,0,510,-510,inf,0,False
49769567,0,0,2000,2011-06-16 00:00:00,0,,35010000000,89.0000000001,S,2011-06-16 09:43:30,4453,0,60.3473820802,2034.4230323734,6.233585512742061e-278,288.5880011058,0.0296631434,33.7118688872,1.0329504442223283e-279,60.3473820802,0.1242301465,2323.0110334792,737.5837593745,6884.9849728427,94.7254920156,40.9196781726,0.1071293201,9.3345127049,0.1138104519,832.3092513901,0.005908207,6925.9046510153,0,510,-510,inf,0,False
49769563,0,110,0,2011-06-16 00:00:00,0,,35011020000,89.0200000001,S,2011-06-16 09:43:31.020000,4343,1020000,89.8871565604,51.2729532513,9.284897829898928e-278,429.8505410289,1.7531105751,0.5704146756,1.0329504442223283e-279,89.8871565604,0.8934307847,481.1234942802,495.1903102332,4622.3602422372,63.5956868383,137.4721723077,0.1071293201,9.3345127049,0.1138104519,558.7859970714,0.0288817253,4759.8324145449,0,510,-510,inf,0,False
49769565,0,400,0,2011-06-16 00:00:00,0,,35011787000,89.0000000001,S,2011-06-16 09:43:31.787000,3943,767000,121.2875827543,69.1842171728,1.2528406248475563e-277,431.5844493087,1.7531105751,0.5704146756,1.0329504442223283e-279,121.2875827543,0.8618439575,500.7686664815,366.989331738,3425.6665796882,47.131250616,501.8816798415,0.1071293201,9.3345127049,0.1138104519,414.120582354,0.127784981,3927.5482595297,0,400,-400,inf,0,False
49769569,0,0,530,2011-06-16 00:00:00,0,,35017000000,89.0000000001,S,2011-06-16 09:43:37,3943,5213000,929.35664543,530.1186694324,9.599793597379378e-277,242.013380024,1.7531105751,0.5704146756,1.0329504442223283e-279,929.35664543,0.3134352216,772.1320494564,47.8946905497,977.0735974352,6.1509599006,65.4990913079,0.0490185086,20.4004574666,0.1138104519,54.0456504503,0.0628244841,1042.5726887432,0,0,0,inf,inf,False
49769572,3000,0,0,2011-06-16 00:00:00,0,,35020000000,88.8700000001,B,2011-06-16 09:43:40,3943,3000000,3000,0.3830696201,3.098851332666985e-276,781.2287603928,7831.4745996929,0.0001276899,1.0329504442223283e-279,3000,0.9995098979,781.6118300129,3014.8370829811,302.6832802836,1.9054784865,20.2906719256,9.9603687397,0.1003978895,0.0006316344,3016.7425614675,0.0628244841,322.9739522091,0,2470,-2470,inf,0,False
49769569,0,2470,0,2011-06-16 00:00:00,0,,35022953000,89.0000000001,S,2011-06-16 09:43:42.953000,1473,2953000,5.171063134080925e-274,1.2140684738,9.821237472686731e-276,2475.9603971407,4.2592845838332864e-274,2.3478121274066556e+273,0.0186386866,5.269275508807793e-274,0.9995098979,2477.1744656144,951.2581218356,95.5043077913,0.6012271431,2476.4022253725,9.9603687397,0.1003978895,0.0006316344,951.8593489787,0.962866338,2571.9065331638,0,2470,-2470,inf,0,TRUE
49769580,0,1000,0,2011-06-16 00:00:00,0,,35036167000,89.0600000001,S,2011-06-16 09:43:56.167000,473,13214000,9.02164659375257e-272,211.8113128199,1.7134529456416563e-273,1039.8750734066,4.259284583833286e-274,2.347812127406656e+273,0.0186386866,9.192991888316736e-272,0.830779247,1251.6863862265,5.4524589871,0.5474153748,0.0034461376,1014.1943403787,9.9603687397,0.1003978895,0.0006316344,5.4559051246,0.9994605373,1014.7417557535,0,1000,-1000,inf,0,TRUE
49769590,0,0,400,2011-06-16 00:00:00,0,,35038000000,89.1000000001,S,2011-06-16 09:43:58,473,1833000,1.8460669418556778e-271,433.4218354093,3.5061768453274982e-273,81.5949217861,4.2592845838332854e-274,2.347812127406656e+273,0.0186386866,1.8811287103089527e-271,0.1584315862,515.0167571955,2.6645923251,400.2675194458,0.001684112,495.6322389416,0.0066570286,150.2171704396,0.0006316344,2.6662764371,0.5532228738,895.8997583874,0,400,-400,inf,0,False
49769595,0,0,73,2011-06-16 00:00:00,0,,35040000000,89.1000000001,S,2011-06-16 09:44:00,473,2000000,4.0321809112210796e-271,73,7.658194308427267e-273,178.2196943237,5.523535494823396e-273,1.810434640887508e+272,0.0186386866,4.1087628543053524e-271,0.7094176864,251.2196943237,1.2199392619,256.2558240358,0.0007710427,226.916974157,0.0047606304,210.0562151181,0.0006316344,1.2207103046,0.4696393816,483.1727981929,0,400,-400,inf,0,False
49769594,0,400,0,2011-06-16 00:00:00,0,,35042123000,89.0300000001,S,2011-06-16 09:44:02.123000,73,2123000,9.240576482763795e-271,0,1.7550336104700765e-272,408.4272884557,inf,0,0.0186386866,9.416079843810803e-271,1,408.4272884557,0.532327806,111.8187641208,0.0003364491,499.0165811987,0.0047606304,210.0562151181,0.0006316344,0.532664255,0.8169412347,610.8353453195,0,400,-400,inf,0,FALSE
49769601,0,73,0,2011-06-16 00:00:00,0,,35047650000,89.1300000001,S,2011-06-16 09:44:07.650000,0,5527000,8.00449737521976e-270,0,1.520268995623147e-271,73,inf,0,0.0186386866,8.156524274782075e-270,1,73,0.0614531503,12.9086161645,3.884045891981253e-05,130.6076256707,0.0047606304,210.0562151181,0.0006316344,0.0614919908,0.910054667,143.5162418352,0,73,-73,inf,0,FALSE
49772041,2598,0,0,2011-06-16 00:00:00,0,,36654000000,88.4200000001,B,2011-06-16 10:10:54,0,1606350000,2598,0,49.3429963867,11.7475612387,inf,0,0.0186386866,2647.3429963867,1,11.7475612387,2598,3.977174141903677e-272,1.1966834159968067e-277,4.024050796244796e-271,6.532276202410552e+274,1.5308599468451412e-275,4.606171732089325e-281,2598,0.910054667,4.4217682104351634e-271,0,0,0,inf,inf,False
49772041,0,0,0,2011-06-16 00:00:00,402,,36659370000,88.4200000001,B,2011-06-16 10:10:59.370000,402,5370000,0,0,402,95.7080024274,inf,inf,1,402,1,95.7080024274,318.888319932,4.881733565006648e-273,402,4.9392717387821414e-272,6.532276202410552e+274,1.5308599468451415e-275,0.557645323,720.888319932,0.910054667,5.427445095282806e-272,402,200,202,0.4975124378,2.01,False
49772046,0,200,0,2011-06-16 00:00:00,0,,36661983000,88.5000000001,S,2011-06-16 10:11:01.983000,202,2613000,0,0,0,265.6036181053,inf,inf,1,0,1,265.6036181053,114.9086910632,1.7590911269299982e-273,144.8572773604,200,6.532276202410552e+274,1.5308599468451415e-275,0.557645323,259.7659684236,1,200,0,402,-402,inf,0,False
49772051,0,200,0,2011-06-16 00:00:00,0,,36664850000,88.5100000001,S,2011-06-16 10:11:04.850000,2,2867000,0,0,0,201.0498170706,inf,inf,1,0,1,201.0498170706,37.4953133274,5.740007336735835e-274,47.2676953513,265.2610572456,6.532276202410552e+274,1.5308599468451415e-275,0.557645323,84.7630086787,1,265.2610572456,0,202,-202,inf,0,False
49772053,0,2,0,2011-06-16 00:00:00,0,,36666500000,88.5100000001,S,2011-06-16 10:11:06.500000,0,1650000,0,0,0,2,inf,inf,1,0,1,2,19.6816100002,3.012978843871355e-274,24.8112167349,141.2377930371,6.532276202410552e+274,1.5308599468451415e-275,0.557645323,44.4928267351,1,141.2377930371,0,2,-2,inf,0,False
49780143,0,0,300,2011-06-16 00:00:00,0,,49506000000,86.4000000001,S,2011-06-16 13:45:06,0,12839500000,7.174032949524794e-05,300.0080019463,2.7853909765231903e-13,989.5545227767,2.3912805335132944e-07,4181859.82775843,3.882601300141967e-09,7.174032977378704e-05,0.7673567615,1289.5625247231,0,300,0,0,0,inf,1,0,0,300,0,1700,-1700,inf,0,False
49780141,0,1000,0,2011-06-16 00:00:00,0,,49506770000,86.4000000001,S,2011-06-16 13:45:06.770000,-1000,770000,9.691500090361039e-05,0.0108099397,3.7628230997257176e-13,1336.8028575256,0.00896536,111.5404178805,3.882601300141967e-09,9.69150012798927e-05,0.9999919137,1336.8136674653,0,222.0719047403,0,1000,0,inf,1,0,0.8182824563,1222.0719047403,0,1700,-1700,inf,0,False
49780143,0,700,0,2011-06-16 00:00:00,0,,49508643000,86.4000000001,S,2011-06-16 13:45:08.643000,-1700,1873000,0.0002014367,0.0224683281,7.82098202305986e-13,700.0406408197,0.00896536,111.5404178805,3.882601300141967e-09,0.0002014367,0.9999679053,700.0631091478,0,106.84301415,0,1181.1190063641,0,inf,1,0,0.9170449032,1287.9620205141,0,700,-700,inf,0,False
49780148,0,0,650,2011-06-16 00:00:00,0,,49535000000,86.3400000001,S,2011-06-16 13:45:35,-1700,26357000,5.9635593371,665.1779005182,2.315412332570078e-08,1203.1769775252,0.00896536,111.5404178805,3.882601300141967e-09,5.9635593603,0.6439766833,1868.3548780434,0,650.0036089351,0,0.0398957472,0,inf,1,0,6.137396488832746e-05,650.0435046824,0,2350,-2350,inf,0,False
49780146,0,1000,0,2011-06-16 00:00:00,0,,49535810000,86.3500000001,S,2011-06-16 13:45:35.810000,-2700,810000,8.1831221362,20.8269267882,3.177180076865104e-08,1650.9845214881,0.3929106881,2.5451076547,3.882601300141967e-09,8.183122168,0.9875422992,1671.8114482764,0,473.6987945073,0,1000.0290745576,0,inf,1,0,0.6785710548,1473.7278690649,0,2350,-2350,inf,0,False
49780148,0,350,0,2011-06-16 00:00:00,0,,49537180000,86.3400000001,S,2011-06-16 13:45:37.180000,-3050,1370000,13.9744408434,35.5664563608,5.4257182398149305e-08,1111.6960658901,0.3929106881,2.5451076547,3.882601300141967e-09,13.9744408977,0.968998851,1147.2625222509,0,277.3874915397,0,935.5948118822,0,inf,1,0,0.7713177754,1212.9823034219,0,1350,-1350,inf,0,False
49780149,0,1000,0,2011-06-16 00:00:00,0,,49537980000,86.3200000001,S,2011-06-16 13:45:37.980000,-4050,800000,19.1007959515,48.6135819871,7.416077548297754e-08,1041.1150825014,0.3929106881,2.5451076547,3.882601300141967e-09,19.1007960257,0.9553892785,1089.7286644885,0,202.9410240848,0,1684.4957867344,0,inf,1,0,0.8924779771,1887.4368108192,0,1000,-1000,inf,0,False
49780153,0,0,115,2011-06-16 00:00:00,0,,49546000000,86.3000000001,S,2011-06-16 13:45:46,-4050,8020000,438.1417582726,1115.1179428241,1.701129766920672e-06,943.1143385038,0.3929106881,2.5451076547,3.882601300141967e-09,438.1417599738,0.4582156966,2058.2322813279,0,123.8472167239,0,73.435616889,0,inf,1,0,0.3722352094,197.2828336129,0,1885,-1885,inf,0,False
49780154,0,0,1000,2011-06-16 00:00:00,0,,49546000000,86.3000000001,S,2011-06-16 13:45:46,-4050,0,438.1417582726,1000.1179428241,1.701129766920672e-06,943.1143385038,0.4380900887,2.2826355259,3.882601300141967e-09,438.1417599738,0.4853327868,1943.2322813279,0,1123.8472167239,0,73.435616889,0,inf,1,0,0.0613352291,1197.2828336129,0,1885,-1885,inf,0,False
49780152,0,1000,0,2011-06-16 00:00:00,0,,49547530000,86.3000000001,S,2011-06-16 13:45:47.530000,-5050,1530000,796.4774017738,0.2144027414,3.092404207667062e-06,1714.4434277814,3714.865755617,0.0002691887,3.8826013001419676e-09,796.4774048662,0.9998749589,1714.6578305227,0,618.2277042244,0,1040.3968903976,0,inf,1,0,0.6272648397,1658.624594622,0,1885,-1885,inf,0,False
49780153,0,885,0,2011-06-16 00:00:00,0,,49548080000,86.3000000001,S,2011-06-16 13:45:48.080000,-5935,550000,987.3676939982,0.265788257,3.833555107319632e-06,885.6727864591,3714.865755617,0.0002691887,3.8826013001419676e-09,987.3676978317,0.9996999925,885.938574716,0,498.7041793633,0,1724.254329582,0,inf,1,0,0.7756574505,2222.9585089453,0,885,-885,inf,0,False
49780156,3000,0,0,2011-06-16 00:00:00,0,,49551000000,86.2000000001,B,2011-06-16 13:45:51,-5935,2920000,3089.2002173024,0.8315778875,1.199413282666541e-05,2.1049626073,3714.865755617,0.0002691887,3.8826013001419676e-09,3089.2002292965,0.7168171565,2.9365404948,3000,159.3954295378,0,551.1047848988,18.8211168206,0.0531318098,0,3000,0.7756574505,710.5002144366,0,0,0,inf,inf,False
49780158,3000,0,0,2011-06-16 00:00:00,0,,49560000000,86.0900000001,B,2011-06-16 13:46:00,-5935,9000000,3000.4227539575,27.9717392033,0.000403446,70.8045102835,107.2662208147,0.0093225993,1.3446302684714753e-07,3000.4231574034,0.7168171565,98.7762494868,3089.1876491585,4.7387012157,0,16.3839134017,651.9059777238,0.0015339635,0,3089.1876491585,0.7756574505,21.1226146174,0,200,-200,inf,0,False
49780165,0,0,100,2011-06-16 00:00:00,0,,49564000000,86.3000000001,S,2011-06-16 13:46:04,-5935,4000000,2.0168463326,133.4457043747,0.0019247331,337.7894266423,0.01511361,66.1655289332,0.0009534182,2.0187710657,0.7168171565,471.235131017,647.5289083101,100.9932857351,0,3.4342548151,6.4116035397,0.1559672231,0,647.5289083101,0.0328864857,104.4275405502,0,600,-600,inf,0,False
49780161,0,100,0,2011-06-16 00:00:00,0,,49564793000,86.3000000001,S,2011-06-16 13:46:04.793000,-6035,793000,2.7491745279,45.5900268895,0.0026236145,460.4426586769,0.0603021037,16.5831693936,0.0009534182,2.7517981424,0.9099069523,506.0326855664,475.0394311877,74.0905809666,0,102.5194341642,6.4116035397,0.1559672231,0,475.0394311877,0.5804848275,176.6100151308,0,700,-700,inf,0,TRUE
49780162,0,100,0,2011-06-16 00:00:00,0,,49565037000,86.3000000001,S,2011-06-16 13:46:05.037000,-6135,244000,3.0240989972,50.1491459341,0.0028859826,396.4878444729,0.0603021037,16.5831693936,0.0009534182,3.0269849799,0.8877183328,446.6369904071,431.8530263677,67.3549173293,0,193.199269363,6.4116035397,0.1559672231,0,431.8530263677,0.7414936287,260.5541866923,0,600,-600,inf,0,TRUE
49780163,0,100,0,2011-06-16 00:00:00,0,,49565330000,86.3000000001,S,2011-06-16 13:46:05.330000,-6235,293000,3.3908014859,56.2302354204,0.0032359371,332.4399844398,0.0603021037,16.5831693936,0.0009534182,3.394037423,0.8553266174,388.6702198603,385.1497380276,60.0707351351,0,272.3054915422,6.4116035397,0.1559672231,0,385.1497380276,0.8192688577,332.3762266773,0,500,-500,inf,0,TRUE
49780164,0,100,0,2011-06-16 00:00:00,0,,49565640000,86.3000000001,S,2011-06-16 13:46:05.640000,-6335,310000,3.8273018226,63.4687944444,0.0036525017,262.3621523679,0.0603021037,16.5831693936,0.0009534182,3.8309543242,0.8052094343,325.8309468123,341.223756194,53.2197217246,0,341.2492947085,6.4116035397,0.1559672231,0,341.223756194,0.8650851664,394.4690164331,0,400,-400,inf,0,TRUE
49780167,0,100,0,2011-06-16 00:00:00,0,,49566453000,86.2900000001,S,2011-06-16 13:46:06.453000,-6435,813000,5.2579341106,87.1932120164,0.0050177943,223.0525677822,0.0603021037,16.5831693936,0.0009534182,5.2629519048,0.7189543978,310.2457797986,248.380119743,38.7391575607,0,348.3987094782,6.4116035397,0.1559672231,0,248.380119743,0.8999344656,387.1378670389,0,300,-300,inf,0,TRUE
49780168,0,100,0,2011-06-16 00:00:00,0,,49567327000,86.2800000001,S,2011-06-16 13:46:07.327000,-6535,874000,7.3975173077,122.6742826061,0.0070596586,173.1256955264,0.0603021037,16.5831693936,0.0009534182,7.4045769663,0.5852796089,295.7999781324,176.5411623474,27.5346348621,0,347.6313852947,6.4116035397,0.1559672231,0,176.5411623474,0.9266067997,375.1660201567,0,200,-200,inf,0,TRUE
49780171,0,0,100,2011-06-16 00:00:00,0,,49568000000,86.3300000001,S,2011-06-16 13:46:08,-6535,673000,9.6218357219,159.5605316546,0.0091823882,95.1134549795,0.0603021037,16.5831693936,0.0009534182,9.6310181101,0.3734714182,254.6739866342,135.7294326913,121.1693427159,0,267.2680415398,1.1201631506,0.8927270992,0,135.7294326913,0.6880595235,388.4373842557,0,100,-100,inf,0,False
49780169,0,100,0,2011-06-16 00:00:00,0,,49569277000,86.3000000001,S,2011-06-16 13:46:09.277000,-6635,1277000,15.8451458035,98.0837062149,0.0151214678,156.6319157357,0.1615471765,6.1901422323,0.0009534182,15.8602672713,0.6149285801,254.7156219506,82.4205924128,73.5790963749,0,262.2963411835,1.1201631506,0.8927270992,0,82.4205924128,0.7809333814,335.8754375585,0,100,-100,inf,0,TRUE
49780173,0,0,100,2011-06-16 00:00:00,0,,49570000000,86.3200000001,S,2011-06-16 13:46:10,-6635,723000,21.0160213854,130.0921615327,0.0200561797,75.1130703977,0.1615471765,6.1901422323,0.0009534182,21.0360775651,0.3660387686,205.2052319304,62.1414624604,155.4753675193,0,197.7597801958,0.3996868665,2.5019586177,0,62.1414624604,0.5598530652,353.2351477151,0,300,-300,inf,0,False
49780177,0,0,17,2011-06-16 00:00:00,0,,49574000000,86.3100000001,S,2011-06-16 13:46:14,-6635,4000000,100.2618305763,143.5616735411,0.0956826819,358.3444173456,0.6983885608,1.431867668,0.0009534182,100.3575132583,0.7139670625,501.9060908867,13.0255581459,49.5894074535,0,41.4527018495,0.2626681546,3.8070850322,0,13.0255581459,0.4553135046,91.0421093031,0,683,-683,inf,0,False
49780174,0,100,0,2011-06-16 00:00:00,0,,49574427000,86.3200000001,S,2011-06-16 13:46:14.427000,-6735,427000,118.460781141,149.5344202676,0.1130504518,423.3890340151,0.7921974147,1.2623116176,0.0009534182,118.5738315928,0.7389975587,572.9234542826,11.0244613568,41.9710618198,0,135.0843859861,0.2626681546,3.8070850322,0,11.0244613568,0.7629496164,177.0554478059,0,683,-683,inf,0,FALSE
49780172,0,100,0,2011-06-16 00:00:00,0,,49574430000,86.3200000001,S,2011-06-16 13:46:14.430000,-6835,3000,118.5996837413,149.7097586336,0.1131830104,323.7682276797,0.7921974147,1.2623116176,0.0009534182,118.7128667517,0.6838084072,473.4779863133,11.0115496331,41.9219057897,0,234.9261766902,0.2626681546,3.8070850322,0,11.0115496331,0.8485743321,276.8480824798,0,583,-583,inf,0,FALSE
49780175,0,100,0,2011-06-16 00:00:00,0,,49574457000,86.3100000001,S,2011-06-16 13:46:14.457000,-6935,27000,119.8571593433,151.2970846949,0.1143830547,226.140772681,0.7921974147,1.2623116176,0.0009534182,119.9715423981,0.5991470338,377.4378573759,10.8960224916,41.4820841386,0,332.4614600467,0.2626681546,3.8070850322,0,10.8960224916,0.8890685913,373.9435441853,0,483,-483,inf,0,FALSE
49780178,0,0,100,2011-06-16 00:00:00,0,,49575000000,86.3200000001,S,2011-06-16 13:46:15,-6935,543000,148.1773800484,187.0460283047,0.1414098371,155.9457050005,0.7921974147,1.2623116176,0.0009534182,148.3187898855,0.4546631591,342.9917333053,8.8135335067,133.5538714942,0,268.9201697271,0.0659923476,15.1532721119,0,8.8135335067,0.668167738,402.4740412212,0,483,-483,inf,0,False
