orderid,cancelled buy,exec sell,cancelled sell,date,exec buy,,microsecond,price,side,time,inventory,time diff,ewav_for canc buy,ewav_for canc sell,ewav_for exec buy,ewav_for exec sell,ewav_for buy/sell,ewav_for sell/buy,ewav_for buy exec/total,ewav_for buy exec+canc,ewav_for sell exec/total,ewav_for sell exec+canc,ewav_back canc buy,ewav_back canc sell,ewav_back exec buy,ewav_back exec sell,ewav_back buy/sell,ewav_back sell/buy,ewav_back buy exec/total,ewav_back buy exec+canc,ewav_back sell exec/total,ewav_back sell exec+canc,sev buy,sev sell,sev net buy,sev sell/buy,sev buy/sell,IsSpoof
49766965,0,0,800,2011-06-16 00:00:00,0,,30353000000,86.5000000001,S,2011-06-16 08:25:53,1350,6173000,66.5437252669,1200,0.1513309043,1.6444522582,0.0554531044,18.0332555051,0.0022689973,66.6950561713,0.0013685015,1201.6444522583,0.0081986372,800.0286972024,71.7568703457,3.537560267284074e-06,1.0247928858012414e-05,97580.6930215117,0.9998857573,71.7650689829,4.421791698237798e-09,800.02870074,0,0,0,inf,inf,False
49766966,0,0,400,2011-06-16 00:00:00,0,,30353000000,86.5000000001,S,2011-06-16 08:25:53,1350,0,66.5437252669,400,0.1513309043,1.6444522582,0.1663593132,6.0110851684,0.0022689973,66.6950561713,0.0040942984,401.6444522582,0.0081986372,1200.0286972024,71.7568703457,3.537560267284074e-06,6.83203426085723e-06,146369.289411984,0.9998857573,71.7650689829,2.9478963837303643e-09,1200.02870074,0,0,0,inf,inf,False
49766969,2986,0,0,2011-06-16 00:00:00,0,,30363000000,86.4500000001,B,2011-06-16 08:26:03,1350,10000000,3308.033736002,9.266921753558295e-86,7.5229893552,81.7493088296,3.569722313379601e+88,2.801338345708071e-89,0.0022689973,3315.5567253572,1,81.7493088296,2986.0001649221,24.1395300991,1.4434464239,7.116083369386888e-08,123.6975265328,0.008084236,0.0004831711,2987.443611346,2.9478963837303643e-09,24.1395301703,14,0,14,0,inf,False
49766969,0,0,0,2011-06-16 00:00:00,14,,30364590000,86.4500000001,B,2011-06-16 08:26:04.590000,1364,1590000,599.2926602889,1.724539254590497e-85,14,152.1323864185,3.475088541438615e+87,2.8776245211467925e-88,0.0228276008,613.2926602889,1,152.1323864185,1604.5462468186,12.9715305697,14.7756451487,3.823872817065254e-08,123.6975265328,0.008084236,0.009124588,1619.3218919673,2.9478963837303643e-09,12.971530608,14,0,14,0,inf,False
49766970,1000,0,0,2011-06-16 00:00:00,0,,30366000000,86.4600000001,B,2011-06-16 08:26:06,1364,1410000,1039.5376336486,2.9913989852421533e-85,3.0648821737993056e-88,263.890001427,3.4750885414386154e+87,2.8776245211467925e-88,2.948312860056888e-91,1039.5376336486,1,263.890001427,1925.0196988419,7.4780775717,8.5181482632,2.20445978959131e-08,257.4217344471,0.0038846759,0.0044054727,1933.5378471051,2.9478963837303643e-09,7.4780775938,0,1300,-1300,inf,0,False
49766971,100,0,0,2011-06-16 00:00:00,0,,30369000000,86.4700000001,B,2011-06-16 08:26:09,1364,3000000,127.6290448119,9.656354210039347e-85,9.893560848368648e-88,851.8473593253,1.3217104720455814e+86,7.5659535212149955e-87,7.751809835252986e-90,127.6290448119,1,851.8473593253,696.3432832341,2.3166003621,2.6387992317,6.829097850133342e-09,300.5884375331,0.0033268079,0.003775203,698.9820824659,2.9478963837303643e-09,2.3166003689,0,1364,-1364,inf,0,False
49766968,0,1300,0,2011-06-16 00:00:00,0,,30370120000,86.5000000001,S,2011-06-16 08:26:10.120000,64,1120000,42.792701727,1.4956053974852209e-84,1.532344680333378e-87,1319.3669999344,2.8612294258198968e+85,3.49500110328778e-86,3.5808551890675016e-89,42.792701727,1,1319.3669999344,449.5930147081,1.4957096101,1.7037368355,1300.0000000044,300.5884375331,0.0033268079,0.003775203,451.2967515436,0.9988507764,1301.4957096145,0,1364,-1364,inf,0,TRUE
49766972,0,64,0,2011-06-16 00:00:00,0,,30373180000,86.5000000001,S,2011-06-16 08:26:13.180000,0,3060000,141.4123467652,4.94236307962774e-84,5.063771357122624e-87,64,2.8612294258198965e+85,3.49500110328778e-86,3.5808551890675016e-89,141.4123467652,1,64,136.0510607245,0.4526157488,0.5155667372,457.3921861693,300.5884375331,0.0033268079,0.003775203,136.5666274617,0.999011421,457.8448019181,0,64,-64,inf,0,TRUE
49766973,3000,0,0,2011-06-16 00:00:00,0,,30381000000,86.4100000001,B,2011-06-16 08:26:21,0,7820000,3000,1.048500330986334e-82,1.0742565567202506e-85,2.986748656943544e-82,2.8612294258198965e+85,3.49500110328778e-86,3.580855189067502e-89,3000,0.7401646505,4.035248987929878e-82,3006.4130999257,0.0213351517,0.0243025007,21.5603008128,140913.602900754,7.096546957956232e-06,8.083488025218184e-06,3006.4374024264,0.999011421,21.5816359645,0,0,0,inf,inf,False
49767023,2000,0,0,2011-06-16 00:00:00,0,,30636000000,86.5100000001,B,2011-06-16 08:30:36,0,255000000,2000,1.9070868880908992e-39,1.953934141193485e-42,5.4325106376665296e-39,1.048719915431914e+42,9.535434440454496e-43,9.769670705967425e-46,2000,0.7401646505,7.339597525757428e-39,2000,1.1729886980659922e-45,1.3361310504487797e-45,1.1853672047929303e-42,1.7050462662577847e+48,5.864943490329961e-49,6.6806552522438985e-49,2000,0.999011421,1.1865401934909963e-42,0,0,0,inf,inf,False
49767084,0,1000,0,2011-06-16 00:00:00,0,,30879547000,87.2000000001,S,2011-06-16 08:34:39.547000,-1000,243547000,21.6759637145,395.561049866,0.4052779373,1126.791665688,0.0547980235,18.2488333656,0.0183539469,22.0812416518,0.7401646505,1522.352715554,9.642440218706532e-39,5.6552366991598675e-87,6.44178188915496e-87,1000,1.7050462662577847e+48,5.864943490329961e-49,6.6806552522438985e-49,9.642440218706532e-39,1,1000,0,1000,-1000,inf,0,FALSE
49767088,0,0,1000,2011-06-16 00:00:00,0,,30882000000,87.2500000001,S,2011-06-16 08:34:42,-1000,2453000,56.5094063694,1031.2307404262,1.0565627417,330.5468607983,0.0547980235,18.2488333656,0.0183539469,57.5659691112,0.2427318973,1361.7776012244,3.6986618286860064e-39,1000,2.470948457208519e-87,383.5815151346,3.698661828686006e-42,2.7036805372262485e+41,6.680655252243898e-49,3.6986618286860064e-39,0.2772381034,1383.5815151346,0,1900,-1900,inf,0,False
49767090,0,0,100,2011-06-16 00:00:00,0,,30885000000,87.1600000001,S,2011-06-16 08:34:45,-1000,3000000,182.4145982513,100.8140650192,3.4106263088,1067.0183371164,1.8094161585,0.5526644577,0.0183539469,185.8252245601,0.9136742012,1167.8324021356,1.1457919832292608e-39,409.7855484767,7.654641230739514e-88,118.8280100515,2.7960770883418812e-42,3.576439305516487e+41,6.6806552522438985e-49,1.1457919832292608e-39,0.2247918316,528.6135585282,0,1900,-1900,inf,0,False
49767089,0,1000,0,2011-06-16 00:00:00,0,,30886470000,87.2000000001,S,2011-06-16 08:34:46.470000,-2000,1470000,323.9213886436,1.4455700037,6.0563947221,1894.7500078405,224.0786594944,0.0044627186,0.0183539469,329.9777833657,0.9992376472,1896.1955778442,6.452466296701378e-40,230.7685408104,4.3106702854984796e-88,1066.9173585768,2.7960770883418815e-42,3.576439305516487e+41,6.680655252243898e-49,6.452466296701378e-40,0.8221691852,1297.6858993872,0,1900,-1900,inf,0,False
49767090,0,900,0,2011-06-16 00:00:00,0,,30886527000,87.1600000001,S,2011-06-16 08:34:46.527000,-2900,57000,331.2145933907,1.4781175242,6.1927565935,914.895621046,224.0786594944,0.0044627186,0.0183539469,337.4073499842,0.9983869927,916.3737385702,6.310385727896673e-40,225.6871155022,4.215751155675784e-88,1943.4242912435,2.7960770883418815e-42,3.576439305516487e+41,6.680655252243898e-49,6.310385727896673e-40,0.8959541152,2169.1114067457,0,900,-900,inf,0,False
49767091,1900,0,0,2011-06-16 00:00:00,0,,30891000000,87.0000000001,B,2011-06-16 08:34:51,-2900,4473000,1900.8037627171,8.4827522933,35.5395422466,85.4843146928,224.0786594944,0.0044627186,0.0183539469,1936.3433049637,0.9097263268,93.9670669862,1900,39.3259249907,7.345936136339717e-89,338.6412101214,48.3141846111,0.0206978553,3.866282177020904e-92,1900,0.8959541152,377.967135112,0,0,0,inf,inf,False
49767094,0,0,100,2011-06-16 00:00:00,0,,30898000000,87.2100000001,S,2011-06-16 08:34:58,-2900,7000000,12.3780385613,130.6353638486,547.3130502743,1316.4683073441,0.0947525861,10.5538016545,0.97788416,559.6910888356,0.9097263268,1447.1036711927,123.3756992176,102.5536123648,4.770052669623662e-90,21.989524254,1.2030361132,0.8312302424,3.8662821770209044e-92,123.3756992176,0.1765615099,124.5431366188,1000,1900,-900,1.9,0.5263157895,False
49767092,0,1900,0,2011-06-16 00:00:00,0,,30898940000,87.2000000001,S,2011-06-16 08:34:58.940000,-4800,940000,17.8697853728,44.2273122741,790.13865498,1900.5439339833,0.4040441179,2.4749772508,0.97788416,808.0084403528,0.9772583473,1944.7712462574,85.459849158,71.0368111296,3.3041189165043324e-90,1915.2316982819,1.2030361132,0.8312302424,3.8662821770209044e-92,85.459849158,0.9642360483,1986.2685094115,1000,1900,-900,1.9,0.5263157895,False
49767087,0,0,0,2011-06-16 00:00:00,1000,,30899543000,87.1000000001,B,2011-06-16 08:34:59.543000,-3800,603000,22.6160129642,55.9741175899,1000.0000387113,0.6884032327,0.4040441179,2.4749772508,0.97788416,1022.6160516755,0.0121491812,56.6625208226,67.5251276545,56.1289282272,1000,1513.2985394738,1.2030361132,0.8312302424,0.9367461,1067.5251276545,0.9642360483,1569.427467701,1000,0,1000,0,inf,False
49767095,0,0,100,2011-06-16 00:00:00,0,,30902000000,87.2000000001,S,2011-06-16 08:35:02,-3800,2457000,59.0523192922,146.1531468542,0.0001010784,1.7974789615,0.4040441179,2.4749772508,1.7116716776993122e-06,59.0524203706,0.0121491812,147.9506258157,25.8609514537,121.4964049451,382.9826370126,579.5670652349,0.2128536352,4.6980639967,0.9367461,408.8435884663,0.8266969966,701.0634701801,0,0,0,inf,inf,False
49767097,0,0,100,2011-06-16 00:00:00,0,,30904000000,87.1500000001,S,2011-06-16 08:35:04,-3800,2000000,128.9821236786,100.8077407807,0.0002207754,3.9260550051,1.2794863041,0.781563661,1.7116716776993122e-06,128.9823444541,0.0374860376,104.7337957858,11.8400063427,155.6251075192,175.3422282036,265.3451378486,0.0760803095,13.1440054182,0.9367461,187.1822345463,0.630318035,420.9702453678,0,0,0,inf,inf,False
49767100,1986,0,0,2011-06-16 00:00:00,0,,30911000000,87.0000000001,B,2011-06-16 08:35:11,-3800,7000000,1986.3395834316,12.4393011998,0.003399967,60.4616999707,159.6825699067,0.0062624243,1.7116716776993124e-06,1986.3429833986,0.8293672103,72.9010011705,1986.7688258217,10.1054507663,11.3857736879,17.2300746927,196.6036816928,0.0050863747,0.0056981445,1998.1545995096,0.630318035,27.335525459,0,300,-300,inf,0,False
49767099,0,100,0,2011-06-16 00:00:00,0,,30915073000,87.0900000001,S,2011-06-16 08:35:15.073000,-3900,4073000,1.6669239989,61.0611937212,0.0166895264,296.7902710383,0.027299237,36.6310604204,0.0099129201,1.6836135253,0.8293672103,357.8514647595,404.7417735014,2.0586683322,2.3194939317,103.5100867791,196.6036816928,0.0050863747,0.0056981445,407.061267433,0.9804992649,105.5687551113,0,400,-400,inf,0,False
49767101,0,100,0,2011-06-16 00:00:00,0,,30915990000,87.0500000001,S,2011-06-16 08:35:15.990000,-4000,917000,2.3849618686,87.3636823094,0.0238786435,281.5589030093,0.027299237,36.6310604204,0.0099129201,2.4088405121,0.7631923721,368.9225853187,282.8866090064,1.4388673018,1.6211664224,172.3464178002,196.6036816928,0.0050863747,0.0056981445,284.5077754288,0.9917204308,173.785285102,0,400,-400,inf,0,False
49767098,0,100,0,2011-06-16 00:00:00,0,,30915997000,87.1100000001,S,2011-06-16 08:35:15.997000,-4100,7000,2.3914921728,87.6028942768,0.0239440261,182.0560324942,0.027299237,36.6310604204,0.0099129201,2.4154361989,0.6751344548,269.658926771,282.1141475159,1.4349382732,1.6167396005,271.8758017775,196.6036816928,0.0050863747,0.0056981445,283.7308871164,0.9947497919,273.3107400508,0,300,-300,inf,0,False
49767104,0,0,100,2011-06-16 00:00:00,0,,30918000000,87.1100000001,S,2011-06-16 08:35:18,-4100,2003000,5.229624019,191.5666734175,0.0523598844,179.4370072875,0.027299237,36.6310604204,0.0099129201,5.2819839035,0.4836529032,371.003680705,129.0099963523,100.6561931864,0.7393304157,124.3280299994,1.2816896037,0.7802201072,0.0056981445,129.749326768,0.5526077706,224.9842231858,0,400,-400,inf,0,False
49767103,0,100,0,2011-06-16 00:00:00,0,,30918347000,87.0100000001,S,2011-06-16 08:35:18.347000,-4200,347000,5.988771272,104.8587549013,0.0599605957,205.4845989827,0.0571127445,17.5092268745,0.0099129201,6.0487318678,0.6621201853,310.3433538841,112.6564607286,87.8968358687,0.6456115828,208.5679887226,1.2816896037,0.7802201072,0.0056981445,113.3020723114,0.7035168135,296.4648245913,0,400,-400,inf,0,False
49767107,0,0,100,2011-06-16 00:00:00,0,,30920000000,87.0900000001,S,2011-06-16 08:35:20,-4200,1653000,11.4225490226,200.0000023223,0.114364502,201.1936920418,0.0571127445,17.5092268745,0.0099129201,11.5369135246,0.5014876726,401.1936943641,59.0650803321,146.0837633097,0.3384901297,109.3508967789,0.4043233758,2.4732678342,0.0056981445,59.4035704618,0.4280973332,255.4346600886,0,300,-300,inf,0,False
49767106,0,0,100,2011-06-16 00:00:00,0,,30920000000,87.0900000001,S,2011-06-16 08:35:20,-4200,0,11.4225490226,100.0000023223,0.114364502,201.1936920418,0.1142254876,8.7546135389,0.0099129201,11.5369135246,0.6679877295,301.1936943641,59.0650803321,246.0837633097,0.3384901297,109.3508967789,0.2400202254,4.1663155612,0.0056981445,59.4035704618,0.3076540052,355.4346600886,0,300,-300,inf,0,False
49767105,0,100,0,2011-06-16 00:00:00,0,,30920360000,87.0100000001,S,2011-06-16 08:35:20.360000,-4300,360000,13.1472733355,2.6729446876368924e-06,0.1316327349,231.5725200565,4918647.73568486,2.0330791179554997e-07,0.0099129201,13.2789060704,0.9999999885,231.5725227295,51.3166310919,213.8012786653,0.2940853211,195.0057055374,0.2400202254,4.1663155612,0.0056981445,51.610716413,0.4770116781,408.8069842027,0,300,-300,inf,0,False
49767102,0,100,0,2011-06-16 00:00:00,0,,30921293000,87.0300000001,S,2011-06-16 08:35:21.293000,-4400,933000,18.9284770668,3.848309145918619e-06,0.1895151292,189.4284362213,4918647.73568487,2.0330791179554997e-07,0.0099129201,19.1179921959,0.9999999797,189.4284400696,35.6433205503,148.5013210605,0.2042647217,235.4463596637,0.2400202254,4.1663155612,0.0056981445,35.847585272,0.6132251124,383.9476807242,0,200,-200,inf,0,False
49767108,0,100,0,2011-06-16 00:00:00,0,,30922347000,87.0100000001,S,2011-06-16 08:35:22.347000,-4500,1054000,28.5708298267,5.808675750332807e-06,0.2860560036,134.9841629589,4918647.73568487,2.0330791179554995e-07,0.0099129201,28.8568858303,0.999999957,134.9841687676,23.6140770049,98.3836964881,0.1353275394,255.985704524,0.2400202254,4.1663155612,0.0056981445,23.7494045443,0.7223696623,354.369401012,0,100,-100,inf,0,False
49767112,0,100,0,2011-06-16 00:00:00,0,,30928080000,87.0300000001,S,2011-06-16 08:35:28.080000,-4600,5733000,268.2285421182,5.453298478202028e-05,2.6855497473,328.4381687411,4918647.73568487,2.0330791179554995e-07,0.0099129201,270.9140918656,0.999999834,328.4382232741,2.5152944959,10.479510599,0.0144146483,127.2667626803,0.2400202254,4.1663155612,0.0056981445,2.5297091442,0.9239216398,137.7462732793,14,500,-486,35.7142857143,0.028,False
49767111,0,100,0,2011-06-16 00:00:00,0,,30928083000,87.0300000001,S,2011-06-16 08:35:28.083000,-4700,3000,268.5430566909,5.459692808302191e-05,2.6886987207,228.7060266374,4918647.73568487,2.0330791179554995e-07,0.0099129201,271.2317554116,0.9999997613,228.7060812343,2.5123486116,10.4672371154,0.014397766,227.1177092958,0.2400202254,4.1663155612,0.0056981445,2.5267463776,0.9559431804,237.5849464112,14,400,-386,28.5714285714,0.035,False
49767113,0,100,0,2011-06-16 00:00:00,0,,30929520000,87.0200000001,S,2011-06-16 08:35:29.520000,-4800,1437000,470.7557519743,9.570836889962977e-05,4.7132865906,225.6215561851,4918647.73568487,2.0330791179554995e-07,0.0099129201,475.4690385648,0.9999995758,225.6216518935,1.4331716029,5.9710451509,0.008213219,229.5595085714,0.2400202254,4.1663155612,0.0056981445,1.4413848219,0.9746485326,235.5305537223,14,300,-286,21.4285714286,0.0466666667,False
49767114,0,100,0,2011-06-16 00:00:00,0,,30929770000,87.0200000001,S,2011-06-16 08:35:29.770000,-4900,250000,519.0476220134,0.0001055265,5.1967930003,138.5082810737,4918647.73568487,2.0330791179554995e-07,0.0099129201,524.2444150137,0.9999992381,138.5083866002,1.2998302025,5.4155027995,0.0074490662,308.2014337358,0.2400202254,4.1663155612,0.0056981445,1.3072792687,0.9827321099,313.6169365353,14,200,-186,14.2857142857,0.07,False
49767117,0,100,0,2011-06-16 00:00:00,0,,30932213000,87.0100000001,S,2011-06-16 08:35:32.213000,-5000,2443000,1347.8857210478,0.0002740358,13.4952609033,100,4918647.73568487,2.0330791179554997e-07,0.0099129201,1361.3809819511,0.9999972596,100.0002740358,0.5005422679,2.0854170396,0.0028685074,218.6830743762,0.2400202254,4.1663155612,0.0056981445,0.5034107752,0.9905538285,220.7684914158,14,100,-86,7.1428571429,0.14,False
49767100,0,0,0,2011-06-16 00:00:00,14,,30932307000,87.0000000001,B,2011-06-16 08:35:32.307000,-4986,94000,1398.2982789188,0.0002842851,14,1.5992078983136297e-11,4918647.73568487,2.0330791179554992e-07,0.0099129201,1412.2982789188,5.625366192629606e-08,0.0002842851,0.4824963213,2.0102319315,14.0027650897,210.7989388462,0.2400202254,4.1663155612,0.9666905341,14.4852614109,0.9905538285,212.8091707777,14,0,14,0,inf,False
49767118,4000,0,0,2011-06-16 00:00:00,0,,30935000000,86.9100000001,B,2011-06-16 08:35:35,-4986,2693000,4003.660658454,0.0008139759,5.074533130050874e-11,4.578912699598063e-11,4918647.73568487,2.0330791179554992e-07,1.2674733357672476e-14,4003.6606584541,5.625366192629606e-08,0.0008139759,4000.1685142257,0.7020834406,4.8905349367,73.6225715744,5697.5685266229,0.0001755135,0.0012210893,4005.0590491624,0.9905538285,74.324655015,0,0,0,inf,inf,False
49767126,4000,0,0,2011-06-16 00:00:00,0,,30953000000,86.8200000001,B,2011-06-16 08:35:53,-4986,18000000,4141.8301597202,0.9209681604,5.7415502234239195e-08,5.180783445422558e-08,4497.2566238725,0.0002223578,1.3862350704723629e-11,4141.8301597777,5.625366192629606e-08,0.9209682122,4003.5354541651,0.0006205198,0.0043223834,0.0650695655,6451905.90345928,1.5499296098906772e-07,1.0796404365412138e-06,4003.5397765485,0.9905538285,0.0656900854,0,0,0,inf,inf,False
49767127,1000,0,0,2011-06-16 00:00:00,0,,30958000000,86.8300000001,B,2011-06-16 08:35:58,-4986,5000000,1000.0000044623,6.4934578536,4.04818711363648e-07,3.652808033749791e-07,154.0011542409,0.0064934578,4.0481870939335633e-10,1000.0000048671,5.625366192629606e-08,6.4934582188,1567.8220703761,8.800842400252595e-05,0.0006130443,0.0092288268,17814454.5609753,5.6134191287036155e-08,3.910163670221648e-07,1567.8226834204,0.9905538285,0.0093168353,0,0,0,inf,inf,False
49767131,0,0,100,2011-06-16 00:00:00,0,,30965000000,86.9400000001,S,2011-06-16 08:36:05,-4986,7000000,6.87195906331425e-05,100,6.234254853012596e-06,5.6253665090770714e-06,6.87195906331425e-07,1455189.11097488,0.0831745831,7.495384548615509e-05,5.625366192629606e-08,100.0000056254,101.8058653586,100.0000057148,3.980777517956647e-05,0.00059927,1.0180585954,0.9822617328,3.910163670221648e-07,101.8059051664,5.9926635527674146e-06,100.0006049848,0,0,0,inf,inf,False
49767138,850,0,0,2011-06-16 00:00:00,0,,31007000000,86.9400000001,B,2011-06-16 08:36:47,-4986,42000000,916.6940393608,7.934929750543758e-34,83.1626645467,75.0403182059,1.1552642155376002e+36,8.656028521879315e-37,0.0831745831,999.8567039075,1,75.0403182059,850.0000076318,7.496459190270383e-06,2.9841734503515394e-12,4.4924026978920766e-11,113386865.192976,8.819363674073479e-09,3.510792263009109e-15,850.0000076318,5.9926635527674146e-06,7.4965041142973615e-06,150,200,-50,1.3333333333,0.75,False
49767138,0,0,0,2011-06-16 00:00:00,150,,31008510000,86.9400000001,B,2011-06-16 08:36:48.510000,-4836,1510000,120.2964765899,1.4312284877744989e-33,150.0010439416,135.3507145298,8.405120329668901e+34,1.1897509622439783e-35,0.5549479094,270.2975205316,1,135.3507145298,471.2518236,4.156141214398869e-06,150,2.4906505231988732e-11,113386865.192976,8.819363674073479e-09,0.2414479834,621.2518236,5.992663552767414e-06,4.156166120904101e-06,150,600,-450,4,0.25,False
49767129,0,100,0,2011-06-16 00:00:00,0,,31011963000,87.0000000001,S,2011-06-16 08:36:51.963000,-4936,3453000,463.4912278897,5.514391343734683e-33,0.0040222109,521.4938180359,8.405120329668901e+34,1.1897509622439785e-35,8.677997999938607e-06,463.4952501006,1,521.4938180359,122.3106944737,1.078702495792174e-06,38.9316353853,100,113386865.192976,8.819363674073479e-09,0.2414479834,161.242329859,0.9999999892,100.0000010787,0,700,-700,inf,0,TRUE
49767122,0,100,0,2011-06-16 00:00:00,0,,31012090000,87.0000000001,S,2011-06-16 08:36:52.090000,-5036,127000,487.0646345165,5.7948561759106885e-33,0.0042267826,442.9312143993,8.405120329668901e+34,1.1897509622439783e-35,8.677997999938605e-06,487.0688612991,1,442.9312143993,116.3909878654,1.026494450369434e-06,37.0473859314,195.1601071077,113386865.192976,8.819363674073479e-09,0.2414479834,153.4383737968,0.9999999947,195.1601081342,0,600,-600,inf,0,TRUE
49767116,0,100,0,2011-06-16 00:00:00,0,,31012220000,87.0100000001,S,2011-06-16 08:36:52.220000,-5136,130000,512.4371575208,6.0967260124995745e-33,0.0044469672,360.7954350994,8.405120329668901e+34,1.1897509622439783e-35,8.677997999938604e-06,512.441604488,1,360.7954350994,110.6280704544,9.7566918589845e-07,35.2130426603,285.4970601674,113386865.192976,8.819363674073479e-09,0.2414479834,145.8411131147,0.9999999966,285.497061143,0,500,-500,inf,0,TRUE
49767123,0,100,0,2011-06-16 00:00:00,0,,31012917000,86.9800000001,S,2011-06-16 08:36:52.917000,-5236,697000,672.7970399313,8.004609256531846e-33,0.005838582,342.4076380631,8.405120329668901e+34,1.1897509622439782e-35,8.677997999938604e-06,672.8028785134,1,342.4076380631,84.2600823147,7.431203091403138e-07,26.8200815663,317.4493841525,113386865.192976,8.819363674073479e-09,0.2414479834,111.0801638809,0.9999999977,317.4493848957,0,400,-400,inf,0,TRUE
49767110,0,100,0,2011-06-16 00:00:00,0,,31013100000,87.0400000001,S,2011-06-16 08:36:53.100000,-5336,183000,722.6522207992,8.597761750635715e-33,0.0062712289,260.3703755934,8.405120329668901e+34,1.1897509622439783e-35,8.677997999938605e-06,722.6584920281,1,260.3703755934,78.4470487103,6.918530517342542e-07,24.9697862528,395.5488128849,113386865.192976,8.81936367407348e-09,0.2414479834,103.4168349632,0.9999999983,395.5488135768,0,300,-300,inf,0,TRUE
49767130,0,100,0,2011-06-16 00:00:00,0,,31013103000,86.9700000001,S,2011-06-16 08:36:53.103000,-5436,3000,723.4995752702,8.6078431586085e-33,0.0062785824,160.5584197879,8.405120329668901e+34,1.1897509622439783e-35,8.677997999938604e-06,723.5058538526,1,160.5584197879,78.3551724194,6.910427613115281e-07,24.9405419233,495.0855506156,113386865.192976,8.819363674073482e-09,0.2414479834,103.2957143427,0.9999999986,495.0855513066,0,200,-200,inf,0,TRUE
49767109,0,100,0,2011-06-16 00:00:00,0,,31014387000,87.0500000001,S,2011-06-16 08:36:54.387000,-5536,1284000,1194.7144227437,1.421412634066082e-32,0.0103678193,100.000082947,8.405120329668901e+34,1.1897509622439785e-35,8.677997999938604e-06,1194.7247905631,1,100.000082947,47.4506148804,4.1848422918863833e-07,15.1035855473,399.8157373627,113386865.192976,8.81936367407348e-09,0.2414479834,62.5542004277,0.999999999,399.8157377812,0,100,-100,inf,0,TRUE
49767144,4900,0,0,2011-06-16 00:00:00,0,,31018000000,87.0400000001,B,2011-06-16 08:36:58,-5536,3613000,4900.000489627,5.829780297529737e-32,0.0425225635,0.0003401988,8.405120329668901e+34,1.1897509622439785e-35,8.677997999938604e-06,4900.0430121905,1,0.0003401988,4911.5693731227,1.0203450904971298e-07,3.6825448338,97.4827714565,48136355227.9126,2.077431902073329e-11,0.0007492078,4915.2519179564,0.999999999,97.4827715586,0,0,0,inf,inf,False
49767144,0,0,0,2011-06-16 00:00:00,100,,31037873000,87.0400000001,B,2011-06-16 08:37:17.873000,-5436,19873000,1.1514523124,1.3709851484229035e-28,100.0000000007,0.8000429789,8.398721997454349e+27,1.1906573408467381e-28,0.9886165519,101.1514523131,1,0.8000429789,2.0885252035,4.338768886084595e-11,100.0015659125,0.0414521734,48136355227.9126,2.0774319020733293e-11,0.9795423319,102.090091116,0.999999999,0.0414521734,100,0,100,0,inf,False
49767152,0,100,0,2011-06-16 00:00:00,0,,31052547000,87.1500000001,S,2011-06-16 08:37:32.547000,-5536,14674000,355.3329637598,4.2307980174538436e-26,2.1894303013438319e-07,246.8896364604,8.398721997454348e+27,1.1906573408467384e-28,6.161630142130764e-10,355.3329639787,1,246.8896364604,0.0067678415,1.4059729820997674e-13,0.3240539045,100.0001343253,48136355227.9126,2.0774319020733293e-11,0.9795423319,0.330821746,1,100.0001343253,0,400,-400,inf,0,TRUE
49767154,0,100,0,2011-06-16 00:00:00,0,,31052550000,87.1300000001,S,2011-06-16 08:37:32.550000,-5636,3000,355.7496136598,4.2357588900741216e-26,2.1919975439281234e-07,147.0618736536,8.398721997454349e+27,1.1906573408467381e-28,6.161630142130764e-10,355.749613879,1,147.0618736536,0.0067599151,1.4043263225394007e-13,0.3236743763,199.8830153057,48136355227.9126,2.0774319020733293e-11,0.9795423319,0.3304342914,1,199.8830153057,0,300,-300,inf,0,TRUE
49767148,0,100,0,2011-06-16 00:00:00,0,,31055540000,87.1800000001,S,2011-06-16 08:37:35.540000,-5736,2990000,1143.8967346847,1.3619890443229153e-25,7.048268604260899e-07,151.3253185202,8.398721997454348e+27,1.1906573408467384e-28,6.161630142130765e-10,1143.8967353895,1,151.3253185202,0.0021023202,4.3674269848613086e-14,0.1006620885,162.1632209587,48136355227.9126,2.0774319020733297e-11,0.9795423319,0.1027644086,1,162.1632209587,0,200,-200,inf,0,TRUE
49767146,0,100,0,2011-06-16 00:00:00,0,,31057493000,87.2000000001,S,2011-06-16 08:37:37.493000,-5836,1953000,2453.0477891318,2.9207393575776833e-25,1.5114773206915121e-06,110.0654065222,8.398721997454348e+27,1.1906573408467384e-28,6.161630142130764e-10,2453.0477906433,1,110.0654065222,0.0009803466,2.036603399693516e-14,0.0469403959,175.6193906056,48136355227.9126,2.0774319020733293e-11,0.9795423319,0.0479207425,1,175.6193906056,0,100,-100,inf,0,TRUE
49767158,4000,0,0,2011-06-16 00:00:00,0,,31059000000,87.1600000001,B,2011-06-16 08:37:39,-5836,1507000,4419.3963837409,5.261986746412567e-25,2.7230685984859835e-06,18.1337768396,8.398721997454348e+27,1.1906573408467384e-28,6.161630142130764e-10,4419.3963864639,1,18.1337768396,4000.0005441551,1.1304452086118921e-14,0.0260549234,97.4799996304,3.538429384885308e+17,2.826112637068814e-18,6.513687539061996e-06,4000.0265990785,1,97.4799996304,0,0,0,inf,inf,FALSE
