orderid,IsSpoof,cancelled buy,exec sell,cancelled sell,exec buy,microsecond,price,side,time,date,inventory,time diff,ewav_back canc buy,ewav_back canc sell,ewav_back buy/sell,ewav_back sell/buy,TimeDiff_back,TimeDiff_frwd,TimeDiff_min,state
49767500,False,0,100,0,0,32079390000,88.2500000001,S,2011-06-16 08:54:39.390000,2011-06-16,-6575,6897000.0,18.873256285,0.0159081525,7.07866947262,0.0008428939,10707000.0,20000.0,20000.0,1
49767501,False,0,100,0,0,32079410000,88.2000000001,S,2011-06-16 08:54:39.410000,2011-06-16,-6675,20000.0,18.7263834394,0.0157843543,7.07866947262,0.0008428939,20000.0,26070000.0,20000.0,1
49767505,True,0,100,0,0,32105480000,88.1500000001,S,2011-06-16 08:55:05.480000,2011-06-16,-6775,22480000.0,0.5157224934,5.96414576226e-07,13.6701433523,1.15646415249e-06,26070000.0,830000.0,830000.0,3
49767507,True,0,100,0,0,32106310000,88.1000000001,S,2011-06-16 08:55:06.310000,2011-06-16,-6875,830000.0,0.3729148343,4.31262637793e-07,13.6701433523,1.15646415249e-06,830000.0,19130000.0,830000.0,3
49767496,True,0,100,0,0,32125440000,88.2800000001,S,2011-06-16 08:55:25.440000,2011-06-16,-6975,1440000.0,2761.48073459,2.4513677055e-10,30.0527271269,8.87700455338e-14,19130000.0,17237000.0,17237000.0,3
49767516,False,0,0,0,100,32126180000,88.3000000001,B,2011-06-16 08:55:26.180000,2011-06-16,-6875,180000.0,5918.76890124,1.83598957842e-10,31.1041510644,3.10197882203e-14,53687000.0,1290000.0,1290000.0,0
49767517,False,0,0,0,215,32127470000,88.4000000001,B,2011-06-16 08:55:27.470000,2011-06-16,-6660,1290000.0,3575.91905489,1.10924251776e-10,31.1041510644,3.10197882203e-14,1290000.0,377000.0,377000.0,0
49767518,False,0,0,0,1500,32127847000,88.5000000001,B,2011-06-16 08:55:27.847000,2011-06-16,-5160,377000.0,3086.24948991,9.57348055721e-11,31.1041510644,3.10197882203e-14,377000.0,183000.0,183000.0,0
49767519,False,0,0,0,154,32128030000,88.6000000001,B,2011-06-16 08:55:28.030000,2011-06-16,-5006,183000.0,2873.33168229,8.91301402714e-11,31.1041510644,3.10197882203e-14,183000.0,18207000.0,183000.0,0
49767525,False,0,100,0,0,32142677000,88.5900000001,S,2011-06-16 08:55:42.677000,2011-06-16,-5106,3677000.0,42.636781265,44.3159495654,-0.0386273568959,1.0393830925,17237000.0,3426000.0,3426000.0,1
49767527,False,0,50,0,0,32146103000,88.5300000001,S,2011-06-16 08:55:46.103000,2011-06-16,-5156,2103000.0,11.1834615619,63.369712799,-1.73454999059,5.6663773062,3426000.0,25047000.0,3426000.0,1
49767520,False,0,0,0,300,32146237000,88.5100000001,B,2011-06-16 08:55:46.237000,2011-06-16,-4856,134000.0,10.613134,60.1380216452,-1.73454999059,5.6663773062,18207000.0,8156000.0,8156000.0,0
49767531,False,0,0,0,1000,32154393000,88.5300000001,B,2011-06-16 08:55:54.393000,2011-06-16,-3856,5393000.0,0.4387413545,22.8816432585,-3.95418019301,52.1529211336,8156000.0,3797000.0,3797000.0,0
49767532,False,0,0,0,300,32158190000,88.5200000001,B,2011-06-16 08:55:58.190000,2011-06-16,-3556,190000.0,436.928560451,5.1920668748,4.43263784483,0.0118831025,3797000.0,1250000.0,1250000.0,0
49767533,False,0,0,0,850,32159440000,88.5300000001,B,2011-06-16 08:55:59.440000,2011-06-16,-2706,1250000.0,268.134428733,3.186268904,4.43263784483,0.0118831025,1250000.0,14780000.0,1250000.0,0
49767536,False,0,10,0,0,32171150000,88.4500000001,S,2011-06-16 08:56:11.150000,2011-06-16,-2716,4150000.0,536.508020868,8.3481190513,4.16304526215,0.0155601011,25047000.0,357000.0,357000.0,1
49767535,False,0,100,0,0,32171507000,88.4700000001,S,2011-06-16 08:56:11.507000,2011-06-16,-2816,357000.0,466.672808219,7.2614760814,4.16304526215,0.0155601011,357000.0,2757430000.0,357000.0,1
49767540,False,0,0,0,1000,32174220000,88.5300000001,B,2011-06-16 08:56:14.220000,2011-06-16,-1816,2713000.0,161.719404475,2.5163702851,4.16304526215,0.0155601011,14780000.0,1283000.0,1283000.0,0
49767541,False,0,0,0,1000,32175503000,88.5300000001,B,2011-06-16 08:56:15.503000,2011-06-16,-816,1283000.0,97.9728977958,1.5244681958,4.16304526215,0.0155601011,1283000.0,4527000.0,1283000.0,0
49767542,False,0,0,0,800,32180030000,88.5300000001,B,2011-06-16 08:56:20.030000,2011-06-16,-16,4527000.0,16.715417754,0.2600935904,4.16304526215,0.0155601011,4527000.0,2140000.0,2140000.0,0
49767543,False,0,0,0,16,32182170000,88.5300000001,B,2011-06-16 08:56:22.170000,2011-06-16,0,2140000.0,7.2455972774,0.1127422262,4.16304526215,0.0155601011,2140000.0,2699097000.0,2140000.0,0
49769362,False,0,0,0,1000,34881267000,89.2700000001,B,2011-06-16 09:41:21.267000,2011-06-16,1000,2699097000.0,0.0,0.0,0.0,inf,2699097000.0,4366000.0,4366000.0,0
49769371,False,0,0,0,688,34885633000,89.3500000001,B,2011-06-16 09:41:25.633000,2011-06-16,1688,1633000.0,164.862626888,0.0,632.785070939,0.0,4366000.0,13570000.0,4366000.0,0
49769385,False,0,0,0,400,34899203000,89.2100000001,B,2011-06-16 09:41:39.203000,2011-06-16,2088,1203000.0,915.199170851,209.628524473,1.47380468143,0.229052354,13570000.0,627000.0,627000.0,0
49769386,False,0,0,0,200,34899830000,89.2400000001,B,2011-06-16 09:41:39.830000,2011-06-16,2288,627000.0,716.38650993,164.090016481,1.47380468143,0.229052354,627000.0,2393000.0,627000.0,0
49769390,False,0,0,0,1000,34902223000,89.2200000001,B,2011-06-16 09:41:42.223000,2011-06-16,3288,2393000.0,281.30914216,64.4345212167,1.47380468143,0.229052354,2393000.0,4000.0,4000.0,0
49769388,False,0,0,0,1000,34902227000,89.2200000001,B,2011-06-16 09:41:42.227000,2011-06-16,4288,4000.0,280.869939842,64.3339208918,1.47380468143,0.229052354,4000.0,13000.0,4000.0,0
49769391,False,0,0,0,1000,34902240000,89.2200000001,B,2011-06-16 09:41:42.240000,2011-06-16,5288,13000.0,279.447262503,64.0080532982,1.47380468143,0.229052354,13000.0,677000.0,13000.0,0
49769384,False,0,0,0,1000,34902917000,89.1900000001,B,2011-06-16 09:41:42.917000,2011-06-16,6288,677000.0,214.510881063,49.1342222686,1.47380468143,0.229052354,677000.0,243000.0,243000.0,0
49769382,False,0,0,0,1300,34903160000,89.1200000001,B,2011-06-16 09:41:43.160000,2011-06-16,7588,243000.0,195.085629857,44.6848227526,1.47380468143,0.229052354,243000.0,5210000.0,243000.0,0
49769396,True,0,0,0,7000,34908370000,89.1200000001,B,2011-06-16 09:41:48.370000,2011-06-16,14588,2370000.0,25.4899011311,2779.39077105,-4.69170469488,109.038899631,5210000.0,25807000.0,5210000.0,2
49769403,False,0,410,0,0,34928937000,89.2000000001,S,2011-06-16 09:42:08.937000,2011-06-16,14178,937000.0,0.0082651943,3042.42666752,-12.8161127572,368101.044613,2757430000.0,5283000.0,5283000.0,1
49769437,True,0,0,0,100,34934177000,89.1600000001,B,2011-06-16 09:42:14.177000,2011-06-16,14278,5240000.0,0.0010673493,392.892375967,-12.8161127572,368101.044613,25807000.0,20000.0,20000.0,2
49769435,True,0,0,0,100,34934197000,89.1600000001,B,2011-06-16 09:42:14.197000,2011-06-16,14378,20000.0,0.0010590431,389.834863241,-12.8161127572,368101.044613,20000.0,2620000.0,20000.0,2
49769401,False,0,450,0,0,34934220000,89.2000000001,S,2011-06-16 09:42:14.220000,2011-06-16,13928,23000.0,0.0010495709,386.348127167,-12.8161127572,368101.044613,5283000.0,34097000.0,5283000.0,1
49769440,True,0,0,0,100,34936817000,89.1700000001,B,2011-06-16 09:42:16.817000,2011-06-16,14028,2597000.0,0.0003805751,140.09009087,-12.8161127572,368101.044613,2620000.0,36000.0,36000.0,2
49769442,True,0,0,0,100,34936853000,89.1700000001,B,2011-06-16 09:42:16.853000,2011-06-16,14128,36000.0,0.0003752607,138.133860947,-12.8161127572,368101.044613,36000.0,7264000.0,36000.0,2
49769432,True,0,0,0,100,34944117000,89.1500000001,B,2011-06-16 09:42:24.117000,2011-06-16,14228,3117000.0,2.19797378601e-05,344.755858952,-16.5682260467,15685167.0,7264000.0,400000.0,400000.0,2
49769411,True,0,0,0,100,34944517000,89.1300000001,B,2011-06-16 09:42:24.517000,2011-06-16,14328,400000.0,1.88002660741e-05,294.885313016,-16.5682260467,15685167.0,400000.0,3000.0,3000.0,2
49769410,True,0,0,0,100,34944520000,89.1100000001,B,2011-06-16 09:42:24.520000,2011-06-16,14428,3000.0,1.87782474164e-05,294.539946693,-16.5682260467,15685167.0,3000.0,20000.0,3000.0,2
49769409,True,0,0,0,100,34944540000,89.1100000001,B,2011-06-16 09:42:24.540000,2011-06-16,14528,20000.0,1.86321139356e-05,292.247818643,-16.5682260467,15685167.0,20000.0,50000.0,20000.0,2
49769408,True,0,0,0,100,34944590000,89.0800000001,B,2011-06-16 09:42:24.590000,2011-06-16,14628,50000.0,1.82717362299e-05,286.595234145,-16.5682260467,15685167.0,50000.0,70000.0,50000.0,2
49769462,True,0,0,0,100,34944660000,89.1200000001,B,2011-06-16 09:42:24.660000,2011-06-16,14728,70000.0,1.77788873185e-05,278.864816664,-16.5682260467,15685167.0,70000.0,25447000.0,70000.0,2
49769480,False,0,3000,0,0,34968317000,89.2000000001,S,2011-06-16 09:42:48.317000,2011-06-16,11728,4317000.0,1.72417952835e-09,660.435067274,-26.671413346,3.83043097551e+11,34097000.0,6323000.0,6323000.0,1
49769495,True,0,0,0,100,34970107000,89.2100000001,B,2011-06-16 09:42:50.107000,2011-06-16,11828,1790000.0,8.56871384219e-10,328.218669214,-26.671413346,3.83043097551e+11,25447000.0,5190000.0,5190000.0,2
49769456,False,0,2272,0,0,34974640000,89.2400000001,S,2011-06-16 09:42:54.640000,2011-06-16,9556,4533000.0,1.45850876454e-10,55.8671714974,-26.671413346,3.83043097551e+11,6323000.0,23000.0,23000.0,1
49769454,False,0,3000,0,0,34974663000,89.2400000001,S,2011-06-16 09:42:54.663000,2011-06-16,6556,23000.0,1.44546366364e-10,55.367487912,-26.671413346,3.83043097551e+11,23000.0,1557000.0,23000.0,1
49769502,True,0,0,0,100,34975297000,89.2200000001,B,2011-06-16 09:42:55.297000,2011-06-16,6656,634000.0,1.12836975302e-10,43.2214245378,-26.671413346,3.83043097551e+11,5190000.0,1216000.0,1216000.0,2
49769459,False,0,2355,0,0,34976220000,89.2400000001,S,2011-06-16 09:42:56.220000,2011-06-16,4301,923000.0,7.86806461273e-11,30.1380784099,-26.671413346,3.83043097551e+11,1557000.0,21180000.0,1557000.0,1
49769501,True,0,0,0,100,34976513000,89.2200000001,B,2011-06-16 09:42:56.513000,2011-06-16,4401,293000.0,7.01716287568e-11,26.8787580392,-26.671413346,3.83043097551e+11,1216000.0,17000.0,17000.0,2
49769500,True,0,0,0,100,34976530000,89.2100000001,B,2011-06-16 09:42:56.530000,2011-06-16,4501,17000.0,6.97071890762e-11,26.7008576253,-26.671413346,3.83043097551e+11,17000.0,20000.0,17000.0,2
49769503,True,0,0,0,100,34976550000,89.2200000001,B,2011-06-16 09:42:56.550000,2011-06-16,4601,20000.0,6.91647234271e-11,26.4930699028,-26.671413346,3.83043097551e+11,20000.0,20000.0,20000.0,2
49769499,True,0,0,0,100,34976570000,89.2100000001,B,2011-06-16 09:42:56.570000,2011-06-16,4701,20000.0,6.86264792792e-11,26.2868991971,-26.671413346,3.83043097551e+11,20000.0,370000.0,20000.0,2
49769496,True,0,0,0,100,34976940000,89.2000000001,B,2011-06-16 09:42:56.940000,2011-06-16,4801,370000.0,5.9391267607e-11,22.7494151117,-26.671413346,3.83043097551e+11,370000.0,3127000.0,370000.0,2
49769511,True,0,0,0,100,34980067000,89.2100000001,B,2011-06-16 09:43:00.067000,2011-06-16,4901,3127000.0,1.75080859864e-11,6.7063514884,-26.671413346,3.83043097551e+11,3127000.0,3453000.0,3127000.0,2
49769512,True,0,0,0,100,34983520000,89.1600000001,B,2011-06-16 09:43:03.520000,2011-06-16,5001,520000.0,4.54412279944e-12,3017.51170199,-34.1293742414,6.64047129704e+14,3453000.0,7040000.0,3453000.0,2
49769514,True,0,0,0,100,34990560000,89.1600000001,B,2011-06-16 09:43:10.560000,2011-06-16,5101,6560000.0,2.90496051629e-13,314.354028225,-34.6177062396,1.0821284023e+15,7040000.0,10000.0,10000.0,2
49769494,True,0,0,0,100,34990570000,89.1500000001,B,2011-06-16 09:43:10.570000,2011-06-16,5201,10000.0,2.89363514853e-13,313.128478013,-34.6177062396,1.0821284023e+15,10000.0,23000.0,10000.0,2
49769493,True,0,0,0,100,34990593000,89.1400000001,B,2011-06-16 09:43:10.593000,2011-06-16,5301,23000.0,2.86775408194e-13,310.327814289,-34.6177062396,1.0821284023e+15,23000.0,17000.0,17000.0,2
49769513,True,0,0,0,100,34990610000,89.1500000001,B,2011-06-16 09:43:10.610000,2011-06-16,5401,17000.0,2.84877349372e-13,308.273870929,-34.6177062396,1.0821284023e+15,17000.0,20000.0,17000.0,2
49769489,True,0,0,0,100,34990630000,89.1200000001,B,2011-06-16 09:43:10.630000,2011-06-16,5501,20000.0,2.82660416251e-13,305.874864632,-34.6177062396,1.0821284023e+15,20000.0,17000.0,17000.0,2
49769465,True,0,0,0,100,34990647000,89.0400000001,B,2011-06-16 09:43:10.647000,2011-06-16,5601,17000.0,2.80789593017e-13,303.850393675,-34.6177062396,1.0821284023e+15,17000.0,9930000.0,17000.0,2
49769533,False,0,100,0,0,34997400000,89.1900000001,S,2011-06-16 09:43:17.400000,2011-06-16,5501,3400000.0,529.417295471,843.736079006,-0.466062783947,1.5937070553,21180000.0,3800000.0,3800000.0,1
49769537,False,0,0,0,2,35000577000,89.0600000001,B,2011-06-16 09:43:20.577000,2011-06-16,5503,3177000.0,153.049490163,243.916052288,-0.466062783947,1.5937070553,9930000.0,7500000.0,7500000.0,0
49769532,False,0,1250,0,0,35001200000,89.1900000001,S,2011-06-16 09:43:21.200000,2011-06-16,4253,623000.0,119.989226455,191.227676765,-0.466062783947,1.5937070553,3800000.0,9820000.0,3800000.0,1
49769558,False,0,0,0,100,35008077000,89.1300000001,B,2011-06-16 09:43:28.077000,2011-06-16,4353,1077000.0,1563.29574504,13.0284655076,4.7874149107,0.0083339736,7500000.0,0.0,0.0,0
49769555,False,0,0,0,100,35008077000,89.1200000001,B,2011-06-16 09:43:28.077000,2011-06-16,4453,0.0,1563.29574504,13.0284655076,4.7874149107,0.0083339736,0.0,1651293000.0,0.0,0
49769563,False,0,110,0,0,35011020000,89.0200000001,S,2011-06-16 09:43:31.020000,2011-06-16,4343,1020000.0,495.190310233,4622.36024224,-2.23371857522,9.3345127049,9820000.0,767000.0,767000.0,1
49769565,False,0,400,0,0,35011787000,89.0000000001,S,2011-06-16 09:43:31.787000,2011-06-16,3943,767000.0,366.989331738,3425.66657969,-2.23371857522,9.3345127049,767000.0,11166000.0,767000.0,1
49769569,True,0,2470,0,0,35022953000,89.0000000001,S,2011-06-16 09:43:42.953000,2011-06-16,1473,2953000.0,951.258121836,95.5043077913,2.29861409297,0.1003978895,11166000.0,13214000.0,11166000.0,3
49769580,True,0,1000,0,0,35036167000,89.0600000001,S,2011-06-16 09:43:56.167000,2011-06-16,473,13214000.0,5.4524589871,0.5474153748,2.29861409297,0.1003978895,13214000.0,5956000.0,5956000.0,3
49769594,False,0,400,0,0,35042123000,89.0300000001,S,2011-06-16 09:44:02.123000,2011-06-16,73,2123000.0,0.532327806,111.818764121,-5.34737518253,210.056215118,5956000.0,5527000.0,5527000.0,1
49769601,False,0,73,0,0,35047650000,89.1300000001,S,2011-06-16 09:44:07.650000,2011-06-16,0,5527000.0,0.0614531503,12.9086161645,-5.34737518253,210.056215118,5527000.0,1614333000.0,5527000.0,1
49772041,False,0,0,0,402,36659370000,88.4200000001,B,2011-06-16 10:10:59.370000,2011-06-16,402,5370000.0,318.888319932,4.88173356501e-273,632.785070939,1.53085994685e-275,1651293000.0,12939133000.0,1651293000.0,0
49772046,False,0,200,0,0,36661983000,88.5000000001,S,2011-06-16 10:11:01.983000,2011-06-16,202,2613000.0,114.908691063,1.75909112693e-273,632.785070939,1.53085994685e-275,1614333000.0,2867000.0,2867000.0,1
49772051,False,0,200,0,0,36664850000,88.5100000001,S,2011-06-16 10:11:04.850000,2011-06-16,2,2867000.0,37.4953133274,5.74000733674e-274,632.785070939,1.53085994685e-275,2867000.0,1650000.0,1650000.0,1
49772053,False,0,2,0,0,36666500000,88.5100000001,S,2011-06-16 10:11:06.500000,2011-06-16,0,1650000.0,19.6816100002,3.01297884387e-274,632.785070939,1.53085994685e-275,1650000.0,12840270000.0,1650000.0,1
49780141,False,0,1000,0,0,49506770000,86.4000000001,S,2011-06-16 13:45:06.770000,2011-06-16,-1000,770000.0,0.0,222.07190474,-632.785070939,inf,12840270000.0,1873000.0,1873000.0,1
49780143,False,0,700,0,0,49508643000,86.4000000001,S,2011-06-16 13:45:08.643000,2011-06-16,-1700,1873000.0,0.0,106.84301415,-632.785070939,inf,1873000.0,27167000.0,1873000.0,1
49780146,False,0,1000,0,0,49535810000,86.3500000001,S,2011-06-16 13:45:35.810000,2011-06-16,-2700,810000.0,0.0,473.698794507,-632.785070939,inf,27167000.0,1370000.0,1370000.0,1
49780148,False,0,350,0,0,49537180000,86.3400000001,S,2011-06-16 13:45:37.180000,2011-06-16,-3050,1370000.0,0.0,277.38749154,-632.785070939,inf,1370000.0,800000.0,800000.0,1
49780149,False,0,1000,0,0,49537980000,86.3200000001,S,2011-06-16 13:45:37.980000,2011-06-16,-4050,800000.0,0.0,202.941024085,-632.785070939,inf,800000.0,9550000.0,800000.0,1
49780152,False,0,1000,0,0,49547530000,86.3000000001,S,2011-06-16 13:45:47.530000,2011-06-16,-5050,1530000.0,0.0,618.227704224,-632.785070939,inf,9550000.0,550000.0,550000.0,1
49780153,False,0,885,0,0,49548080000,86.3000000001,S,2011-06-16 13:45:48.080000,2011-06-16,-5935,550000.0,0.0,498.704179363,-632.785070939,inf,550000.0,16713000.0,550000.0,1
49780161,True,0,100,0,0,49564793000,86.3000000001,S,2011-06-16 13:46:04.793000,2011-06-16,-6035,793000.0,475.039431188,74.0905809666,1.85810940185,0.1559672231,16713000.0,244000.0,244000.0,3
49780162,True,0,100,0,0,49565037000,86.3000000001,S,2011-06-16 13:46:05.037000,2011-06-16,-6135,244000.0,431.853026368,67.3549173293,1.85810940185,0.1559672231,244000.0,293000.0,244000.0,3
49780163,True,0,100,0,0,49565330000,86.3000000001,S,2011-06-16 13:46:05.330000,2011-06-16,-6235,293000.0,385.149738028,60.0707351351,1.85810940185,0.1559672231,293000.0,310000.0,293000.0,3
49780164,True,0,100,0,0,49565640000,86.3000000001,S,2011-06-16 13:46:05.640000,2011-06-16,-6335,310000.0,341.223756194,53.2197217246,1.85810940185,0.1559672231,310000.0,813000.0,310000.0,3
49780167,True,0,100,0,0,49566453000,86.2900000001,S,2011-06-16 13:46:06.453000,2011-06-16,-6435,813000.0,248.380119743,38.7391575607,1.85810940185,0.1559672231,813000.0,874000.0,813000.0,3
49780168,True,0,100,0,0,49567327000,86.2800000001,S,2011-06-16 13:46:07.327000,2011-06-16,-6535,874000.0,176.541162347,27.5346348621,1.85810940185,0.1559672231,874000.0,1950000.0,874000.0,3
49780169,True,0,100,0,0,49569277000,86.3000000001,S,2011-06-16 13:46:09.277000,2011-06-16,-6635,1277000.0,82.4205924128,73.5790963749,0.113474344877,0.8927270992,1950000.0,5150000.0,1950000.0,3
49780174,False,0,100,0,0,49574427000,86.3200000001,S,2011-06-16 13:46:14.427000,2011-06-16,-6735,427000.0,11.0244613568,41.9710618198,-1.33686381309,3.8070850322,5150000.0,3000.0,3000.0,1
49780172,False,0,100,0,0,49574430000,86.3200000001,S,2011-06-16 13:46:14.430000,2011-06-16,-6835,3000.0,11.0115496331,41.9219057897,-1.33686381309,3.8070850322,3000.0,27000.0,3000.0,1
49780175,False,0,100,0,0,49574457000,86.3100000001,S,2011-06-16 13:46:14.457000,2011-06-16,-6935,27000.0,10.8960224916,41.4820841386,-1.33686381309,3.8070850322,27000.0,1980000.0,27000.0,1
49780177,False,0,83,0,0,49576437000,86.3100000001,S,2011-06-16 13:46:16.437000,2011-06-16,-7018,1437000.0,5.0276883887,76.1859302484,-2.71821648913,15.1532721119,1980000.0,1400000.0,1400000.0,1
49780176,False,0,100,0,0,49577837000,86.3200000001,S,2011-06-16 13:46:17.837000,2011-06-16,-7118,1400000.0,2.9098028031,44.0930336668,-2.71821648913,15.1532721119,1400000.0,333000.0,333000.0,1
49780179,False,0,100,0,0,49578170000,86.2900000001,S,2011-06-16 13:46:18.170000,2011-06-16,-7218,170000.0,2.5548849381,132.289930518,-3.94698876973,51.7792126553,333000.0,577000.0,333000.0,1
49780180,False,0,100,0,0,49578747000,86.2300000001,S,2011-06-16 13:46:18.747000,2011-06-16,-7318,577000.0,2.039320295,105.594399228,-3.94698876973,51.7792126553,577000.0,1323000.0,577000.0,1
49780181,False,0,100,0,0,49580070000,86.2700000001,S,2011-06-16 13:46:20.070000,2011-06-16,-7418,1323000.0,1.2163075715,62.9794483968,-3.94698876973,51.7792126553,1323000.0,997000.0,997000.0,1
49780183,False,0,100,0,0,49581067000,86.2400000001,S,2011-06-16 13:46:21.067000,2011-06-16,-7518,997000.0,0.8239598826,42.6639939822,-3.94698876973,51.7792126553,997000.0,9303000.0,997000.0,1
49780190,False,0,100,0,0,49590370000,86.2300000001,S,2011-06-16 13:46:30.370000,2011-06-16,-7618,370000.0,583.130040762,939.448679317,-0.476882975863,1.6110449019,9303000.0,5357000.0,5357000.0,1
49780200,False,0,100,0,0,49595727000,86.2100000001,S,2011-06-16 13:46:35.727000,2011-06-16,-7718,4727000.0,71.9399750145,147.456715203,-0.717702585504,2.0497187436,5357000.0,63000.0,63000.0,1
49780199,False,0,100,0,0,49595790000,86.2100000001,S,2011-06-16 13:46:35.790000,2011-06-16,-7818,63000.0,70.1911837794,143.87218503,-0.717702585504,2.0497187436,63000.0,18730000.0,63000.0,1
49780186,False,0,0,0,1371,49598503000,86.2000000001,B,2011-06-16 13:46:38.503000,2011-06-16,-6447,503000.0,24.3238436872,132.018455214,-1.69148463393,5.4275326265,12939133000.0,19334000.0,19334000.0,0
49780209,False,0,100,0,0,49614520000,86.1700000001,S,2011-06-16 13:46:54.520000,2011-06-16,-6547,8520000.0,0.0466452801,72.8948675072,-7.35420176931,1562.74905798,18730000.0,3000.0,3000.0,1
49780211,False,0,100,0,0,49614523000,86.1700000001,S,2011-06-16 13:46:54.523000,2011-06-16,-6647,3000.0,0.0465906497,72.8094938677,-7.35420176931,1562.74905798,3000.0,3750000.0,3000.0,1
49780188,True,0,0,0,1600,49617837000,86.1500000001,B,2011-06-16 13:46:57.837000,2011-06-16,-5047,3314000.0,0.0127670626,19.9517150482,-7.35420176931,1562.74905798,19334000.0,376000.0,376000.0,2
49780213,False,0,0,0,2000,49618213000,86.1700000001,B,2011-06-16 13:46:58.213000,2011-06-16,-3047,213000.0,11686.0966156,17.2263485993,6.51971498374,0.0014740892,376000.0,1687000.0,376000.0,0
49780207,False,0,100,0,0,49618273000,86.1800000001,S,2011-06-16 13:46:58.273000,2011-06-16,-3147,60000.0,11415.388479,16.8273006638,6.51971498374,0.0014740892,3750000.0,0.0,0.0,1
49780210,False,0,100,0,0,49618273000,86.1800000001,S,2011-06-16 13:46:58.273000,2011-06-16,-3247,0.0,11415.388479,16.8273006638,6.51971498374,0.0014740892,0.0,380000.0,0.0,1
49780208,False,0,100,0,0,49618653000,86.1900000001,S,2011-06-16 13:46:58.653000,2011-06-16,-3347,380000.0,9840.67997406,14.506039892,6.51971498374,0.0014740892,380000.0,22287000.0,380000.0,1
49780214,False,0,0,0,700,49619900000,86.2600000001,B,2011-06-16 13:46:59.900000,2011-06-16,-2647,900000.0,7453.28784483,8.9125084333,6.7289548035,0.0011957821,1687000.0,750000.0,750000.0,0
49780219,False,0,0,0,600,49620650000,86.2700000001,B,2011-06-16 13:47:00.650000,2011-06-16,-2047,750000.0,5560.49151588,6.6491364026,6.7289548035,0.0011957821,750000.0,7910000.0,750000.0,0
49780223,False,0,0,0,328,49628560000,86.2000000001,B,2011-06-16 13:47:08.560000,2011-06-16,-1719,2560000.0,868.147193468,0.3025959784,7.96171804604,0.0003485538,7910000.0,19883000.0,7910000.0,0
49780230,False,0,100,0,0,49640940000,86.2000000001,S,2011-06-16 13:47:20.940000,2011-06-16,-1819,1940000.0,6.8924304833,772.839281007,-4.71964733212,112.128701608,22287000.0,204747000.0,22287000.0,1
49780228,True,0,0,0,1700,49648443000,86.1500000001,B,2011-06-16 13:47:28.443000,2011-06-16,-119,3443000.0,0.3677192289,148.366295926,-6.00011977577,403.477121317,19883000.0,4334000.0,4334000.0,2
49780243,True,0,0,0,110,49652777000,86.0600000001,B,2011-06-16 13:47:32.777000,2011-06-16,-9,4334000.0,0.067650242,27.2953249026,-6.00011977577,403.477121317,4334000.0,3716000.0,3716000.0,2
49780245,True,0,0,0,9,49656493000,86.0300000001,B,2011-06-16 13:47:36.493000,2011-06-16,0,3716000.0,0.0158439612,6.3926758623,-6.00011977577,403.477121317,3716000.0,199707000.0,3716000.0,2
49780364,False,0,1500,0,0,49845687000,85.9500000001,S,2011-06-16 13:50:45.687000,2011-06-16,-1500,189194000.0,1.27000401872e-34,5.12417565532e-32,-6.00011977577,403.477121317,204747000.0,1341893000.0,204747000.0,1
49780368,True,0,0,0,1500,49856200000,85.9100000001,B,2011-06-16 13:50:56.200000,2011-06-16,0,3200000.0,2.09080597539e-36,1565.65655276,-89.5115742595,7.4882919371e+38,199707000.0,1321667000.0,199707000.0,2
49780932,False,0,0,0,100,51177867000,85.6500000001,B,2011-06-16 14:12:57.867000,2011-06-16,100,867000.0,428.91610178,18.3081621774,3.15391435182,0.0426847164,1321667000.0,37380000.0,37380000.0,0
49780929,True,0,1723,0,0,51187580000,85.7000000001,S,2011-06-16 14:13:07.580000,2011-06-16,-1623,1580000.0,211.265322874,0.4119745745,6.23990844189,0.0019500341,1341893000.0,9333000.0,9333000.0,3
49780959,True,0,1000,0,0,51196913000,85.6600000001,S,2011-06-16 14:13:16.913000,2011-06-16,-2623,9333000.0,5.5146692214,0.0107537928,6.23990844189,0.0019500341,9333000.0,3184000.0,3184000.0,3
49780962,False,0,250,0,0,51200097000,85.6500000001,S,2011-06-16 14:13:20.097000,2011-06-16,-2873,3097000.0,1.5898849783,223.703483536,-4.94665977047,140.704193441,3184000.0,324253000.0,3184000.0,1
49780935,True,0,0,0,100,51215247000,85.6000000001,B,2011-06-16 14:13:35.247000,2011-06-16,-2773,4247000.0,0.00427784,626.973051981,-11.8952106375,146562.998294,37380000.0,0.0,0.0,2
49780934,True,0,0,0,100,51215247000,85.6000000001,B,2011-06-16 14:13:35.247000,2011-06-16,-2673,0.0,0.00427784,626.973051981,-11.8952106375,146562.998294,0.0,16000.0,0.0,2
49780936,True,0,0,0,100,51215263000,85.6000000001,B,2011-06-16 14:13:35.263000,2011-06-16,-2573,16000.0,0.0042511868,623.066690502,-11.8952106375,146562.998294,16000.0,4217000.0,16000.0,2
49780931,True,0,0,0,167,51219480000,85.6000000001,B,2011-06-16 14:13:39.480000,2011-06-16,-2406,2480000.0,0.0008186756,756.365972024,-13.7363480511,923889.773817,4217000.0,11430000.0,4217000.0,2
49780984,True,0,0,0,2000,51230910000,85.5600000001,B,2011-06-16 14:13:50.910000,2011-06-16,-406,10910000.0,9.42008494334e-06,10.1129252027,-13.8864807808,1073549.25815,11430000.0,14110000.0,11430000.0,2
